model	price(₽)	old_price(₽)	rating	rating_count	company	color	release_date	country	weight(g)	diagonal(inches)	display	refresh_rate(Hz)	memory(Gb)	ram(Gb)	battery(mAh)	processor	front_camera(Mpix)	main_camera
Смартфон HONOR 70 128GB Изумрудно-зеленый EAC	26 999		4.6	5	HONOR	Зеленый		Китай	178 г	6.67 ''	OLED		128 ГБ	8 ГБ	4800	8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц	32 Mpix	Три модуля (54 + 50 + 2 Mpix)
Смартфон realme 11 Pro 8/128GB Черный RU	21 499		5.0	20	realme	Черный	Июль 2023 г.	Китай	190 г	6.72 ''	AMOLED		128 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц	16 Mpix	Два модуля (100 + 2 Mpix)
Смартфон Xiaomi Redmi 12C 3/64GB Лавандовый фиолетовый	6 999		5.0	2	Xiaomi	Сиреневый	Март 2023 г.	Китай	192 г	6.71 ''	IPS		64 ГБ	3 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	5 Mpix	50 Mpix
Смартфон HONOR 200 8/256GB Чёрный EAC	39 999	54 999			HONOR	Черный	Июль 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50 Mpix	Три модуля (50 + 50 + 12 Mpix)
Смартфон Poco X6 5G 8/256GB White RU	27 999	31 999			Poco	Белый	Январь	Китай	181 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц	16 Mpix	Три модуля (64 + 8 + 2 Mpix)
Смартфон Samsung Galaxy A25 6/128GB Черный EAC	23 999				Samsung	Черный	Февраль 2024 г.		197 г	6.5 ''	Super AMOLED	90 Гц	128 ГБ	6 ГБ	5000	8-ядерный Exynos Exynos 1280 2.40 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон Infinix HOT 30 4/128 Белый RU	11 999	15 999	5.0	4	Infinix	Белый	Июль 2023 г.	Китай	196 г	6.78 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (50 + 0.30 Mpix)
Смартфон Infinix HOT 40i 8/256 Золотистый RU	12 999	15 999	3.5	2	Infinix	Золотистый	Февраль 2024 г.	Китай	190 г	6.56 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc Tiger T606 1.60 ГГц	32 Mpix	Два модуля (50 + 0.20 Mpix)
Смартфон HONOR X7 4/128GB Синий океан EAC	8 999		5.0	3	HONOR	Синий	Апрель 2022 г.	Китай	177 г	6.74 ''	LTPS		128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Четыре модуля (48 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон HONOR X7b 8/128GB Серебристый EAC	15 999	17 999	4.9	20	HONOR	Серебристый	Июнь 2024 г.	Китай	199 г	6.8 ''	TFT LCD	90 Гц	128 ГБ	8 ГБ	6000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон TECNO Spark 9 Pro 128GB Голубой RU	8 999		5.0	2	TECNO	Голубой	Август 2022 г.	Китай	197 г	6.6 ''	TFT		128 ГБ	4 ГБ	5000	8-ядерный MediaTek 6769V/CZ 2.00 ГГц	32 Mpix	Три модуля (50 + 2 + 8 Mpix)
Смартфон Xiaomi Redmi A3 3/64GB Forest Green RU	6 999		5.0	1	Xiaomi	Зеленый	Февраль 2024 г.	Китай	199 г	6.71 ''	IPS		64 ГБ	3 ГБ	5000	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	8 Mpix
Смартфон Samsung Galaxy A05s 128GB Черный EAC	13 999				Samsung	Черный	Ноябрь 2023 г.	Китай	195 г	6.7 ''	PLS LCD	60 Гц	128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	13 Mpix	Три модуля (50 + 2 + 2 Mpix + 3D ToF)
Смартфон Infinix HOT 40 8/256 Золотистый RU	14 999	16 999			Infinix	Золотистый	Декабрь 2023 г.	Китай	197 г	6.78 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	32 Mpix	Три модуля (50 + 2 + 0.20 Mpix)
Смартфон realme 11 8/256GB Золотой RU	16 999	29 999	5.0	24	realme	Золотистый	Октябрь 2023 г.	Китай	178 г	6.43 ''	Full HD Plus AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek G99 2.20 ГГц	16 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR X6a 4/128GB Черный EAC	14 999	15 999			HONOR	Черный		Китай	188 г	6.56 ''	TFT LCD		128 ГБ	4 ГБ	5200	8-ядерный MediaTek Helio G36 2.20 ГГц	5 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон TECNO Pova 6 Neo 8/256GB Comet Green RU	18 999	20 999	5.0	2	TECNO	Зеленый	Март 2024 г.	Китай	206 г	6.8 ''	Full HD+	120 Гц	256 ГБ	8 ГБ	7000	8-ядерный MediaTek G99 Ultimate 2.20 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон HONOR Magic V2 512GB Черный EAC	139 999	179 999	5.0	6	HONOR		Февраль 2024 г.	Китай	237 г	7.92 ''	OLED	120 Гц	512 ГБ	16 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	Два модуля (16 + 16 Mpix)	Три модуля (50 + 50 + 20 Mpix)
Смартфон Xiaomi Redmi Note 12 6/128GB Ice Blue RU	13 999	22 990	3.3	3	Xiaomi	Синий	Март 2023 г.	Китай	186 г	6.67 ''	AMOLED	120 Гц	128 ГБ	6 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон realme C53 256GB Глубокий черный RU	11 999	19 999	5.0	20	realme	Черный	Август 2023 г.	Китай	182 г	6.74 ''	IPS		256 ГБ	8 ГБ	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Xiaomi Redmi 12 4/128GB Sky Blue RU	10 999		4.8	5	Xiaomi	Голубой	Июнь 2023 г.	Китай	199 г	6.79 ''	Full HD+		128 ГБ	4 ГБ	5000	8-ядерный MediaTek HelioG88 2.00 ГГц	8 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон Samsung Galaxy Z Fold6 512GB Серый EAC	199 999				Samsung	Серый	Июль 2024 г.	Вьетнам	239 г	7.6 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	4400	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон Infinix Note 40 Pro 12/256ГБ, зеленый RU	27 999	32 999			Infinix	Зеленый	Апрель 2024 г.	Китай	192 г	6.78 ''	AMOLED	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	32 Mpix	Три модуля (108 + 2 + 2 Mpix)
Смартфон HONOR 90 512GB Полночный черный EAC	42 999	45 999	4.5	10	HONOR	Черный		Китай	183 г	6.7 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц	50 Mpix	Три модуля (200 + 12 + 2 Mpix)
Смартфон Samsung Galaxy A15 4/128GB Темно-синий EAC	14 999	15 999			Samsung	Черный	Январь 2024 г.		200 г	6.5 ''	AMOLED		128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G99 2.00 ГГц	13 Mpix	Три модуля (50 + 5 + 2 Mpix + 3D ToF)
Смартфон HONOR 200 8/256GB Белый EAC	39 999	54 999			HONOR	Белый	Июль 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50 Mpix	Три модуля (50 + 50 + 12 Mpix)
Смартфон Xiaomi Redmi Note 12 8/256GB Onyx Gray RU	15 999		3.3	3	Xiaomi	Серый	Март 2023 г.	Китай	186 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	13 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон realme C67 6/128GB Зеленый оазис RU	16 999	18 999	4.9	17	realme	Зеленый		Китай	185 г	6.72 ''	IPS		128 ГБ	6 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон Infinix Note 40 8/256ГБ, черный RU	20 999	26 999	4.0	1	Infinix	Черный	Апрель 2024 г.	Китай	192 г	6.78 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	32 Mpix	Три модуля (108 + 2 + 0.30 Mpix)
Смартфон TECNO Pova Neo 3 8/128GB Золотой RU	12 499	14 990	5.0	3	TECNO	Золотистый	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	8 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/256GB Midnight Black RU	20 999	27 999	5.0	2	Xiaomi	Черный	Январь 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Xiaomi 14 256GB Черный RU	84 999	99 999			Xiaomi	Черный	Февраль 2024 г.	Китай	188 г	6.36 ''	AMOLED	90 Гц	256 ГБ	12 ГБ	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32 Mpix	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон TECNO Pova 6 Pro 5G 12/256GB Серый RU	26 999	29 999	5.0	3	TECNO	Серый	Ноябрь 2022 г.	Китай	195 г	6.8 ''	Full HD Plus AMOLED	120 Гц	256 ГБ	12 ГБ	6000	8-ядерный MediaTek Dimensity 6080 5G 2.40 ГГц	32 Mpix	Три модуля (108 + 2 + 0.08 Mpix)
Смартфон Xiaomi 14 512GB Черный RU	94 999	109 999			Xiaomi	Черный	Февраль 2024 г.	Китай	188 г	6.36 ''	AMOLED	90 Гц	512 ГБ	12 ГБ	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32 Mpix	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон TECNO Spark 10 4/128GB Синий RU	9 999	11 999	4.8	11	TECNO	Синий	Апрель 2023 г.	Китай	188 г	6.56 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G37 2.30 ГГц	8 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Samsung Galaxy Z Fold6 256GB Синий EAC	189 999				Samsung	Синий	Июль 2024 г.	Вьетнам	239 г	7.6 ''	Dynamic AMOLED 2X		256 ГБ	12 ГБ	4400	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц	10 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон realme C61 8/256, Green RU	12 999	14 999	5.0	5	realme	Зеленый	Июль 2024 г.	Китай	187 г	6.74 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc TIGER T612 1.80 ГГц	5 Mpix	50 Mpix
Смартфон Samsung Galaxy S24+ 12/512GB Черный EAC	105 999		5.0	3	Samsung	Черный	Январь 2024 г.		197 г	6.7 ''	Dynamic AMOLED 2X	120 Гц	512 ГБ	12 ГБ	4900	10-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/1TB Желтый Титан EAC	159 999		5.0	3	Samsung	Желтый	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	1 TБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон Samsung Galaxy A55 8/128GB Темно-синий EAC	37 999	41 999	4.5	2	Samsung	Черный	Март 2024 г.		213 г	6.6 ''	Super AMOLED	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный Samsung Exynos 1480 2.40 ГГц	32 Mpix	Три модуля (50 + 12 + 5 Mpix)
Смартфон TECNO Camon 20 Pro 256GB Предрассветный черный RU	17 999	23 999	5.0	7	TECNO	Черный	Июнь 2023 г.	Китай	185 г	6.7 ''	AMOLED		256 ГБ	8 ГБ	5000	8-ядерный MediaTek HELIO G99 2.20 ГГц	32 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi 14 512GB Белый RU	94 999	109 999			Xiaomi	Белый	Февраль 2024 г.	Китай	188 г	6.36 ''	AMOLED	90 Гц	512 ГБ	12 ГБ	4610	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	32 Mpix	Два модуля (50 + 50 Mpix + 3D ToF)
Смартфон TECNO Pova Neo 3 8/128GB Черный RU	12 499	14 990	5.0	3	TECNO	Черный	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	8 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон realme C55 128GB Черный RU	11 999	16 999	5.0	54	realme	Черный	Апрель 2023 г.	Китай	189.5 г	6.72 ''	Full HD IPS		128 ГБ	6 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (64 + 2 Mpix)
Смартфон Xiaomi Redmi 13C 128GB Синий RU	10 999		3.0	1	Xiaomi	Синий	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix + 3D ToF)
Смартфон Samsung Galaxy S24 8/128GB Фиолетовый EAC	74 999		5.0	3	Samsung	Фиолетовый	Январь 2024 г.		168 г	6.2 ''	Dynamic AMOLED 2X	120 Гц	128 ГБ	8 ГБ	4000	8-ядерный Exynos 2400 3.30 ГГц	12 Mpix	Три модуля (50 + 12 + 10 Mpix)
Смартфон HONOR 90 Lite 256GB Серебристый EAC	17 999	29 999	5.0	1	HONOR	Серебристый		Китай	179 г	6.7 ''	LTPS LCD		256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6020 2.20 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон Itel S23 128GB Белый RU	6 499	9 190	5.0	5	Itel		Сентябрь 2023 г.	Китай	195 г	6.56 ''	LCD		128 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (50 + 8 Mpix)
Смартфон HONOR 200 Lite 8/256GB Полночный черный EAC	24 999	26 999			HONOR	Черный	Февраль 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	256 ГБ	8 ГБ	4500	8-ядерный MediaTek Dimensity 6080 2.40 ГГц	50 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Xiaomi Redmi 9A 32GB Granite Gray RU	5 299		4.5	4	Xiaomi	Серый	Август 2020 г.	Китай	194 г	6.53 ''	IPS		32 ГБ	2 ГБ	5000	8-ядерный MediaTek Helio G25 2.00 ГГц	5 Mpix	13 Mpix
Смартфон realme 12 8/512GB, Pioneer Green RU	25 999	29 999	5.0	12	realme	Зеленый	Июнь 2024 г.	Китай	187 г	6.67 ''	Full HD Plus AMOLED	120 Гц	512 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Два модуля (50 + 2 Mpix)
Смартфон Samsung Galaxy A14 128GB Зеленый RU	13 499				Samsung	Зеленый	Март 2023 г.		201 г	6.6 ''	PLS TFT LCD		128 ГБ	4 ГБ	5000	8-ядерный Exynos 850 2.00 ГГц	13 Mpix	Четыре модуля (50 + 5 + 2 + 2 Mpix + 3D ToF)
Смартфон HUAWEI nova Y61 64GB Мятный зеленый EAC	8 499				HUAWEI			Китай	188 г	6.52 ''	LCD IPS		64 ГБ	6 ГБ	5000	8-ядерный Kirin 710A	5 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон realme C63 8/256, Зеленый нефрит RU	14 999	16 999			realme	Зеленый	Июль 2024 г.	Китай	191 г	6.74 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный Unisoc TIGER T612 1.80 ГГц	8 Mpix	Два модуля (50 Mpix)
Смартфон Infinix Smart 7 Plus 3/64GB Синий RU	6 999				Infinix	Синий	Июль 2023 г.	Китай	207 г	6.6 ''	IPS	60 Гц	64 ГБ	3 ГБ	6000	8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц	8 Mpix	Два модуля (13 + 0.08 Mpix)
Смартфон Infinix Smart 8 Pro 4/64GB, синий	7 999				Infinix	Синий		Китай	184 г	6.56 ''	HD Plus IPS	90 Гц	64 ГБ	4 ГБ	5000	8-ядерный MediaTek G36 2.20 ГГц	8 Mpix	Два модуля (50 + 0.80 Mpix)
Смартфон Samsung Galaxy S24 Ultra 12/512GB Серый Титан EAC	129 999		5.0	3	Samsung	Серый	Январь 2024 г.		168 г	6.8 ''	Dynamic AMOLED 2X	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц	12 Mpix	Четыре модуля (200 + 50 + 12 + 10 Mpix)
Смартфон HONOR X9b 12/256GB Оранжевый EAC	30 999	34 990	5.0	8	HONOR	Оранжевый	Июнь 2024 г.	Китай	185 г	6.78 ''	AMOLED		256 ГБ	12 ГБ	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Infinix HOT 30 4/128 Зеленый RU	11 999	15 999	5.0	4	Infinix	Зеленый	Июль 2023 г.	Китай	196 г	6.78 ''	IPS	90 Гц	128 ГБ	4 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	8 Mpix	Два модуля (50 + 0.30 Mpix)
Смартфон HUAWEI nova Y90 128GB Изумрудно-зеленый RU	12 990		5.0	102	HUAWEI	Зеленый	Сентябрь 2022 г.	Китай	195 г	6.7 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	8 Mpix	Три модуля (50 + 2 + 2 Mpix)
Смартфон Xiaomi Redmi Note 13 8/512GB Midnight Black RU	25 999	26 999	5.0	2	Xiaomi	Черный	Август 2024 г.	Китай	188 г	6.67 ''	AMOLED	120 Гц	512 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	16 Mpix	Три модуля (108 + 8 + 2 Mpix)
Смартфон Poco X6 5G 8/256GB Black RU	27 999	31 999			Poco	Черный	Январь	Китай	181 г	6.67 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц	16 Mpix	Три модуля (64 + 8 + 2 Mpix)
Смартфон Infinix Note 40 Pro 12/256ГБ, золотой RU	27 999	32 999			Infinix	Золотистый	Апрель 2024 г.	Китай	192 г	6.78 ''	AMOLED	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	32 Mpix	Три модуля (108 + 2 + 2 Mpix)
Смартфон TECNO Spark 10 Pro 128GB Черный RU	12 999	15 990	5.0	7	TECNO	Черный	Апрель 2023 г.	Китай	205 г	6.78 ''	IPS	90 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G88 2.00 ГГц	32 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Infinix Note 30 8/128 Синий RU	14 999		5.0	3	Infinix	Синий	Июль 2023 г.	Китай	219 г	6.78 ''	IPS	120 Гц	128 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 2.20 ГГц	16 Mpix	Три модуля (64 + 2 + 0.30 Mpix)
Смартфон HONOR X9b 8/256GB Оранжевый EAC	28 999	32 990	5.0	8	HONOR	Оранжевый	Июнь 2024 г.	Китай	185 г	6.78 ''	AMOLED		256 ГБ	8 ГБ	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Samsung Galaxy S23 Ultra 512GB Бежевый EAC	109 999				Samsung	Бежевый	Февраль 2023 г.	Вьетнам	234 г	6.8 ''	Dynamic AMOLED 2X		512 ГБ	12 ГБ	5000	8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц	12 Mpix	Четыре модуля (200 + 12 + 10 + 10 Mpix)
Смартфон Xiaomi Redmi 10C 3/64GB Mint Green RU	6 999		5.0	11	Xiaomi	Зеленый	Апрель 2022 г.	Китай	190 г	6.71 ''	Full HD+		64 ГБ	3 ГБ	5000	8-ядерный Qualcomm Snapdragon 680 2.40 ГГц	5 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Camon 20 Premier 5G 512GB Голубая фиалка RU	32 999	39 999	5.0	6	TECNO	Голубой	Июнь 2023 г.	Китай	205 г	6.7 ''	AMOLED		512 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 8050 3.00 ГГц	32 Mpix	Три модуля (108 + 50 + 2 Mpix)
Смартфон TECNO Camon 30 Pro 5G 12/512GB Basaltic Dark RU	39 999	49 999			TECNO	Черный	Май 2024 г.	Китай	194 г	6.7 ''	AMOLED	144 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity 8200 Ultimate 5G 3.00 ГГц	50 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Pova Neo 3 4/128GB Синий RU	10 999	12 990	5.0	3	TECNO	Синий	Июль 2023 г.	Китай		6.8 ''	IPS		128 ГБ	4 ГБ	7000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (16 + 2 Mpix)
Смартфон HONOR 200 12/512GB Белый EAC	44 999	59 999			HONOR	Белый	Июль 2024 г.	Китай	166 г	6.7 ''	AMOLED	90 Гц	512 ГБ	12 ГБ	5200	8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц	50 Mpix	Три модуля (50 + 50 + 12 Mpix)
Смартфон Infinix Zero 40 5G 12/256G, Moving Titanium RU	39 999	40 999			Infinix	Серый	Сентябрь 2024 г.	Китай	195 г	6.78 ''	Full HD+	120 Гц	256 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц	50 Mpix	Три модуля (108 + 50 + 2 Mpix)
Смартфон Infinix Smart 7 HD 2/64GB Белый RU	6 999	7 999			Infinix	Белый	Июль 2023 г.	Китай	196 г	6.6 ''	IPS	60 Гц	64 ГБ	2 ГБ	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5 Mpix	Два модуля (8 + 0.30 Mpix)
Смартфон Poco C65 128GB Black RU	9 999	13 999	5.0	1	Poco	Черный	Декабрь 2023 г.	Китай	192 г	6.74 ''	IPS		128 ГБ	6 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	8 Mpix	Два модуля (50 + 2 Mpix)
Смартфон TECNO Camon 30 8/256GB Белый RU	20 999	25 999			TECNO	Белый	Апрель 2024 г.	Китай	197.5 г	6.8 ''	AMOLED	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц	50 Mpix	Два модуля (50 + 2 Mpix)
Смартфон HONOR X9b 12/256GB Черный EAC	30 999	34 990	5.0	8	HONOR	Черный	Июнь 2024 г.	Китай	185 г	6.78 ''	AMOLED		256 ГБ	12 ГБ	5800	8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц	16 Mpix	Три модуля (108 + 5 + 2 Mpix)
Смартфон Infinix HOT 30i 4/64 Синий RU	8 499	8 999	3.8	6	Infinix	Синий	Июль 2023 г.	Китай	191 г	6.56 ''	IPS	90 Гц	64 ГБ	4 ГБ	5000	8-ядерный Unisoc T606 1.60 ГГц	8 Mpix	Два модуля (13 + 0.30 Mpix)
Смартфон TECNO Spark 20 8/256GB Золотистый RU	13 999	14 999	3.0	1	TECNO	Золотистый	Январь 2024 г.	Китай	190 г	6.56 ''	IPS	90 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Helio G85 2.00 ГГц	32 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон TECNO Spark 9 Pro 128GB Белый RU	8 999		5.0	2	TECNO	Белый	Август 2022 г.	Китай	197 г	6.6 ''	TFT		128 ГБ	4 ГБ	5000	8-ядерный MediaTek 6769V/CZ 2.00 ГГц	32 Mpix	Три модуля (50 + 2 + 8 Mpix)
Смартфон realme 12 5G 8/256GB Purple RU	20 999		5.0	8	realme	Фиолетовый	Май 2024 г.	Китай	191 г	6.72 ''	IPS	120 Гц	256 ГБ	8 ГБ	5000	8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон HONOR X8a 128GB Черный RU	16 999	24 999	5.0	5	HONOR	Черный	Февраль 2023 г.	Китай	179 г	6.7 ''	IPS		128 ГБ	6 ГБ	4500	8-ядерный MediaTek Helio G88 2.00 ГГц	16 Mpix	Три модуля (100 + 5 + 2 Mpix)
Смартфон realme C67 8/256GB Зеленый оазис RU	18 999	20 999	4.9	17	realme	Зеленый		Китай	185 г	6.72 ''	IPS		256 ГБ	8 ГБ	5000	8-ядерный Qualcomm Snapdragon 685 2.80 ГГц	8 Mpix	Два модуля (108 + 2 Mpix)
Смартфон Xiaomi Redmi 12 4/128GB Midnight Black RU	10 999		4.8	5	Xiaomi	Черный	Июнь 2023 г.	Китай	199 г	6.79 ''	Full HD+		128 ГБ	4 ГБ	5000	8-ядерный MediaTek HelioG88 2.00 ГГц	8 Mpix	Три модуля (50 + 8 + 2 Mpix)
Смартфон TECNO Camon 30 Premier 5G 12/512GB Black RU	49 999	57 999			TECNO	Черный	Апрель 2024 г.	Китай	210 г	6.7 ''	AMOLED	120 Гц	512 ГБ	12 ГБ	5000	8-ядерный MediaTek Dimensity 8200 3.00 ГГц	50 Mpix	Три модуля (50 + 50 + 50 Mpix)
Смартфон realme C30s 3/64GB Голубой RU	5 499		5.0	2	realme	Голубой	Апрель 2023 г.	Китай	186 г	6.5 ''	HD Plus IPS		64 ГБ	3 ГБ	5000	8-ядерный Unisoc SC9863A 1.60 ГГц	5 Mpix	8 Mpix
Смартфон realme C51 4/128GB Зеленый RU	9 999	14 990	5.0	6	realme		Октябрь 2023 г.	Китай	186 г	6.74 ''	IPS		128 ГБ	4 ГБ	5000	8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц	5 Mpix	Два модуля (50 + 0.08 Mpix)
Смартфон Itel A70 4/256GB Blue RU	8 499		5.0	1	Itel	Синий	Февраль 2024 г.	Китай	195 г	6.6 ''	IPS		256 ГБ	4 ГБ	5000	8-ядерный Unisoc T603 1.60 ГГц	8 Mpix	Два модуля (13 + 0.08 Mpix)
