,model,rating,rating_count,release_date,weight(g),diagonal(inches),refresh_rate(Hz),memory(Gb),ram(Gb),battery(mAh),front_camera(Mpix),main_camera,expensive,color_Белый,color_Голубой,color_Желтый,color_Зеленый,color_Золотистый,color_Оранжевый,color_Розовый,color_Светло-зеленый,color_Серебристый,color_Серый,color_Синий,color_Сиреневый,color_Темно-серый,color_Фиолетовый,color_Черный,country_Китай,company_HONOR,company_HUAWEI,company_Infinix,company_Itel,company_Poco,company_Samsung,company_TECNO,company_Xiaomi,company_realme,display_Dynamic AMOLED,display_Dynamic AMOLED 2X,display_Full HD IPS,display_Full HD Plus AMOLED,display_Full HD+,display_HD Plus IPS,display_IPS,display_IPS LCD,display_LCD,display_LCD IPS,display_LTPS,display_LTPS LCD,display_OLED,display_PLS LCD,display_PLS TFT LCD,display_Super AMOLED,display_TFT,display_TFT IPS,display_TFT LCD,display_TN,processor_4-ядерный MediaTek Helio A22 2.00 ГГц,processor_8-ядерный Exynos 2400 3.30 ГГц,processor_8-ядерный Exynos 850 2.00 ГГц,processor_8-ядерный Exynos Exynos 1280 2.40 ГГц,processor_8-ядерный Google Tensor G3,processor_8-ядерный Kirin 710A,processor_8-ядерный MediaTek 6762 2.00 ГГц,processor_8-ядерный MediaTek 6765H 2.30 ГГц,processor_8-ядерный MediaTek 6769V/CZ 2.00 ГГц,"processor_8-ядерный MediaTek 685 G85, 2.00 ГГц",processor_8-ядерный MediaTek Dimensity 1080 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 6020 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 6080 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6080 5G 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 7050 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц,processor_8-ядерный MediaTek Dimensity 8050 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 Ultimate 5G 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 9200+ 3.20 ГГц,processor_8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц,processor_8-ядерный MediaTek G36 2.20 ГГц,processor_8-ядерный MediaTek G99 2.20 ГГц,processor_8-ядерный MediaTek G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek HELIO G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G25 2.00 ГГц,processor_8-ядерный MediaTek Helio G36 2.20 ГГц,processor_8-ядерный MediaTek Helio G37 2.30 ГГц,processor_8-ядерный MediaTek Helio G85 2.00 ГГц,processor_8-ядерный MediaTek Helio G88 2.00 ГГц,processor_8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.05 ГГц,processor_8-ядерный MediaTek Helio G99 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц,processor_8-ядерный MediaTek HelioG88 2.00 ГГц,processor_8-ядерный MediaTek MediaTek Dimensity 8300-Ultra 3.35 ГГц,processor_8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц,processor_8-ядерный MediaTek MediaTek Helio G99 Ultra 2.30 ГГц,processor_8-ядерный MediaTek Mediatek Helio G100 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 680 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 685 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 695 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц,processor_8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 3.36 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 Mobile 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц,processor_8-ядерный Qualcomm Snapdragon 8s Gen3 3.00 ГГц,processor_8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц,processor_8-ядерный Samsung Dimensity 1080 2.60 ГГц,processor_8-ядерный Samsung Exynos 1380 2.40 ГГц,processor_8-ядерный Samsung Exynos 1480 2.40 ГГц,processor_8-ядерный Samsung Exynos 2200,processor_8-ядерный Samsung Exynos 2200 2.50 ГГц,processor_8-ядерный Unisoc SC9863A 1.60 ГГц,processor_8-ядерный Unisoc SC9863A1 1.60 ГГц,processor_8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц,processor_8-ядерный Unisoc T603 1.60 ГГц,processor_8-ядерный Unisoc T603 1.80 ГГц,processor_8-ядерный Unisoc T606 1.60 ГГц,processor_8-ядерный Unisoc T606 2.20 ГГц,processor_8-ядерный Unisoc T612 1.80 ГГц,processor_8-ядерный Unisoc T612 1.82 ГГц,"processor_8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц",processor_8-ядерный Unisoc T615 1.80 ГГц,processor_8-ядерный Unisoc T616 2.00 ГГц,processor_8-ядерный Unisoc TIGER T612 1.80 ГГц,processor_8-ядерный Unisoc Tiger T606 1.60 ГГц,processor_8-ядерный Unisoc Tiger T612 1.80 ГГц
404,Смартфон Infinix HOT 30i 8/128 Синий RU,0.76,0.058823529411764705,2023-07,0.34246575342465757,0.25274725274725274,0.3571428571428572,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.0018621973929236497,Два модуля (13 + 0.30 Mpix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,Смартфон Samsung Galaxy Z Fold6 256GB Розовый EAC,0.0,0.0,2024-07,1.0,0.8241758241758244,0.0,0.22580645161290322,0.7142857142857142,0.21212121212121215,0.0031036623215394167,Три модуля (50 + 12 + 10 Mpix),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Смартфон TECNO Spark 20 8/256GB Черный RU,0.6000000000000001,0.00980392156862745,2023-12,0.3287671232876712,0.25274725274725274,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.01675977653631285,Два модуля (50 + 0.08 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Смартфон Poco X6 5G 12/256GB Blue RU,0.0,0.0,2021-06,0.20547945205479445,0.3131868131868134,0.7142857142857142,0.22580645161290322,0.7142857142857142,0.39393939393939403,0.006828057107386716,Три модуля (64 + 8 + 2 Mpix),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Смартфон Infinix Note 30i 8/256 Золотой RU,1.0,0.00980392156862745,2023-07,0.4383561643835616,0.3131868131868134,0.0,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.006828057107386716,Два модуля (64 + 0.80 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Смартфон Poco X6 Pro 5G 12GB/512GB Black RU,0.0,0.0,2021-06,0.27397260273972623,0.3131868131868134,0.0,0.4838709677419355,0.7142857142857142,0.39393939393939403,0.006828057107386716,Три модуля (64 + 8 + 2 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Смартфон TECNO Pova Neo 3 4/128GB Золотой RU,1.0,0.029411764705882353,2023-07,0.3731044591014152,0.384615384615385,0.0,0.0967741935483871,0.14285714285714285,1.0,0.0018621973929236497,Два модуля (16 + 2 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Смартфон realme 10 Pro+ 5G 128GB Черный RU,1.0,0.0784313725490196,2023-01,0.1164383561643838,0.3296703296703303,0.0,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (108 + 8 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Смартфон realme C31 64GB Зеленый RU,0.9199999999999999,0.0784313725490196,2022-07,0.42465753424657526,0.21978021978022033,0.0,0.03225806451612903,0.14285714285714285,0.39393939393939403,0.0,Три модуля (13 + 2 + 0.30 Mpix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,Смартфон Xiaomi Redmi A3 3/64GB Midnight Black RU,1.0,0.00980392156862745,2024-02,0.452054794520548,0.3351648351648353,0.0,0.03225806451612903,0.07142857142857142,0.39393939393939403,0.0,8 Mpix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Смартфон Samsung Galaxy A35 8/128GB Голубой EAC,1.0,0.00980392156862745,2024-03,0.5890410958904111,0.2747252747252751,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 5 Mpix),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"Смартфон realme C61 8/256, Gold RU",1.0,0.049019607843137254,2024-07,0.2876712328767126,0.3516483516483522,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.0,50 Mpix,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,Смартфон Samsung Galaxy A25 6/128GB Желтый EAC,0.0,0.0,2024-01,0.42465753424657526,0.21978021978022033,0.3571428571428572,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 2 Mpix),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Смартфон HONOR 90 Lite 256GB Черный EAC,1.0,0.00980392156862745,2024-06,0.17808219178082219,0.3296703296703303,0.0,0.22580645161290322,0.42857142857142855,0.24242424242424243,0.006828057107386716,Три модуля (100 + 5 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Смартфон realme 12 Pro+ 12/512GB Бежевый  RU,1.0,0.08823529411764705,2024-02,0.3287671232876712,0.3296703296703303,0.0,0.4838709677419355,0.7142857142857142,0.39393939393939403,0.01675977653631285,Три модуля (50 + 64 + 8 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Смартфон Infinix Note 30 8/128 Золотой RU,1.0,0.029411764705882353,2023-07,0.7260273972602742,0.3736263736263741,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (64 + 2 + 0.30 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Смартфон Samsung Galaxy Z Flip6 512GB Голубой EAC,0.0,0.0,2024-07,0.2876712328767126,0.3296703296703303,0.0,0.4838709677419355,0.7142857142857142,0.09090909090909105,0.0031036623215394167,Два модуля (50 + 12 Mpix),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Смартфон TECNO Pova 5 8/128GB Черный RU,0.9800000000000001,0.09803921568627451,2023-07,0.6027397260273974,0.384615384615385,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.696969696969697,0.0018621973929236497,Два модуля (50 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Смартфон Samsung Galaxy A35 8/256GB Желтый EAC,1.0,0.00980392156862745,2024-03,0.5890410958904111,0.2747252747252751,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 5 Mpix),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Смартфон Infinix HOT 30i 8/128 Черный RU,0.76,0.058823529411764705,2023-08,0.34246575342465757,0.25274725274725274,0.3571428571428572,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.0018621973929236497,Два модуля (13 + 0.30 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,"Смартфон Infinix Smart 8 Pro 4/256GB, белый",0.0,0.0,2023-07,0.24657534246575352,0.25274725274725274,0.3571428571428572,0.03225806451612903,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.80 Mpix),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Смартфон realme 10 Pro+ 5G 128GB Голубой RU,1.0,0.0784313725490196,2023-01,0.1164383561643838,0.3296703296703303,0.0,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (108 + 8 + 2 Mpix),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Смартфон Samsung Galaxy A35 8/128GB Желтый EAC,1.0,0.00980392156862745,2024-03,0.5890410958904111,0.2747252747252751,0.7142857142857142,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 5 Mpix),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Смартфон Poco M6 Pro 12GB/512GB Black RU,0.0,0.0,2021-06,0.19178082191780854,0.3131868131868134,0.0,0.4838709677419355,0.7142857142857142,0.39393939393939403,0.006828057107386716,Три модуля (64 + 2 + 16 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Смартфон Xiaomi Redmi Note 13 Pro+ 5G 8GB/256GB Midnight Black RU,0.0,0.0,2024-01,0.5342465753424657,0.3131868131868134,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (200 + 8 + 2 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"Смартфон TECNO Camon 30S Pro 8/256GB, Pearl Gold",0.0,0.0,2024-10,0.21232876712328785,0.3736263736263741,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.027932960893854747,50 Mpix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Смартфон TECNO Camon 30 5G 8/256GB Uyuni Salt White RU,0.0,0.0,2024-04,0.43150684931506866,0.384615384615385,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.027932960893854747,Два модуля (50 + 2 Mpix),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Смартфон Infinix HOT 30 8/128 Зеленый RU,1.0,0.0392156862745098,2023-09,0.41095890410958935,0.3736263736263741,0.3571428571428572,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.30 Mpix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
